# Last Sanctuary 스트링 테이블 — Tools/gen_string_table.py 가 생성한다. 직접 고치지 말 것.
# 원본: 데이터 테이블/스트링 키 테이블.xlsx
string_key	kr	en	es	fr	de	ja	ru	pt	pl
relic_flavor_710008	끓던 것이 가라앉는다. 태우지 않고 이기는 방법도 있다.	What was boiling settles down. There's a way to win without burning.	Lo que hervía se apacigua. También hay una forma de vencer sin quemar.	Ce qui bouillait retombe. Il existe aussi une façon de vaincre sans brûler.	Was kochte, legt sich. Es gibt auch einen Weg zu siegen, ohne zu verbrennen.	沸いていたものが鎮まる。焼かずに勝つ方法もある。	То, что кипело, утихает. Есть способ победить, не сжигая.	O que fervia acalma. Há também um modo de vencer sem queimar.	To, co wrzało, opada. Jest i sposób, by zwyciężyć bez palenia.
relic_flavor_710009	두 갈래로 꼬인 기록. 어느 쪽을 읽어도 같은 답이 나온다.	A record twisted into two strands. Read either one, and the answer is the same.	Un registro trenzado en dos hebras. Se lea la que se lea, sale la misma respuesta.	Un enregistrement tordu en deux brins. Quel que soit celui qu'on lit, la réponse est la même.	Eine Aufzeichnung, in zwei Stränge gedreht. Welchen man auch liest, die Antwort bleibt gleich.	二つに撚られた記録。どちらを読んでも同じ答えが出る。	Запись, свитая в две нити. Какую ни читай — ответ один.	Um registo torcido em dois fios. Leia-se qual se ler, sai a mesma resposta.	Zapis skręcony w dwie nici. Którąkolwiek czytać, odpowiedź jest ta sama.
relic_flavor_710010	싸움이 벌어진 자리마다 붓는다. 부은 만큼 안에서 무언가 만들어지고 있다.	It swells wherever a battle has broken out. Something is forming inside, in proportion to the swelling.	Se hincha allí donde ha estallado una pelea. Cuanto más hinchado, más se está formando dentro.	Il enfle partout où un combat a éclaté. Plus il enfle, plus quelque chose se forme à l'intérieur.	Es schwillt überall dort an, wo ein Kampf ausgebrochen ist. Je stärker die Schwellung, desto mehr bildet sich darin.	戦いが起きた場所ごとに腫れる。腫れた分だけ、中で何かが作られている。	Оно вспухает всюду, где вспыхнула схватка. Насколько вспухло — настолько внутри что-то зреет.	Incha onde quer que tenha rebentado uma luta. Quanto mais inchado, mais se está a formar por dentro.	Nabrzmiewa wszędzie tam, gdzie wybuchła walka. Im większy obrzęk, tym więcej powstaje w środku.
relic_flavor_710011	붙잡은 조각을 들고 다니며 보여 준다. 이제 모두가 그 얼굴을 안다.	It carries the captured fragment around, showing it off. Now everyone knows that face.	Lleva consigo el fragmento capturado y lo enseña. Ahora todos conocen esa cara.	Il transporte le fragment capturé et le montre. Désormais tous connaissent ce visage.	Es trägt das erbeutete Stück umher und zeigt es vor. Nun kennen alle dieses Gesicht.	捕らえた欠片を持ち歩いて見せて回る。もう誰もがその顔を知っている。	Оно носит захваченный обломок с собой и показывает. Теперь это лицо знают все.	Leva consigo o fragmento capturado e mostra-o. Agora todos conhecem aquela cara.	Nosi ze sobą pochwycony odłamek i go pokazuje. Teraz wszyscy znają tę twarz.
relic_flavor_710012	터진 자리를 스스로 막아 세운 뚜껑. 첫 한 방을 대신 맞아 준다.	A lid the body raised on its own to seal the burst wound. It takes the first blow in your place.	Una tapa que el cuerpo levantó por sí mismo para cerrar la herida abierta. Recibe el primer golpe en tu lugar.	Un couvercle que le corps a dressé lui-même pour refermer la plaie éclatée. Il encaisse le premier coup à votre place.	Ein Deckel, den der Leib selbst über die geplatzte Wunde setzte. Er fängt den ersten Schlag für dich ab.	破れた場所を自ら塞いで立てた蓋。最初の一撃を代わりに受けてくれる。	Крышка, которую тело само возвело над прорвавшейся раной. Она принимает первый удар вместо тебя.	Uma tampa que o corpo ergueu por si para fechar a ferida rebentada. Recebe o primeiro golpe no teu lugar.	Pokrywa, którą ciało samo wzniosło nad pękniętą raną. Przyjmuje pierwszy cios za ciebie.
relic_flavor_710013	하나를 끝낼 때마다 숨을 고른다. 그 한 번이 정신을 붙잡는다.	It steadies its breath each time one is finished. That single breath is what keeps the mind intact.	Recobra el aliento cada vez que acaba con uno. Ese único respiro es lo que sujeta la mente.	Il reprend son souffle chaque fois qu'il en achève un. Ce seul souffle est ce qui retient l'esprit.	Es holt jedes Mal Atem, wenn einer erledigt ist. Dieser eine Atemzug hält den Verstand zusammen.	一つ仕留めるたびに息を整える。その一度が正気を繋ぎ止める。	Оно переводит дух всякий раз, как один прикончен. Именно этот единственный вдох удерживает рассудок.	Recupera o fôlego sempre que acaba com um. Esse único fôlego é o que segura a mente.	Za każdym razem, gdy jeden zostaje wykończony, łapie oddech. Ten jeden oddech trzyma umysł w całości.
relic_flavor_720001	무엇이든 될 수 있었던 것의 가운데. 아직도 무엇이 되려는 듯 미약하게 뛴다.	The core of something that could have become anything. It still beats faintly, as if trying to become something yet.	El centro de algo que pudo haber sido cualquier cosa. Todavía late débilmente, como si aún quisiera llegar a ser algo.	Le cœur de ce qui aurait pu devenir n'importe quoi. Il bat encore faiblement, comme s'il cherchait encore à devenir quelque chose.	Der Kern von etwas, das alles hätte werden können. Es schlägt noch schwach, als wollte es noch immer etwas werden.	何にでもなれたものの中心。今もなお、何かになろうとするように微かに脈打つ。	Сердцевина того, что могло стать чем угодно. Оно всё ещё слабо бьётся, будто по-прежнему хочет кем-то стать.	O centro de algo que poderia ter sido qualquer coisa. Ainda pulsa fracamente, como se ainda quisesse vir a ser algo.	Rdzeń czegoś, co mogło stać się czymkolwiek. Wciąż słabo bije, jakby nadal chciało się czymś stać.
relic_flavor_720002	묶는 자를 묶어 얻은 것. 이제는 붙잡는 손이 먼저 뜯긴다.	Won by binding the one who binds. Now it's the grasping hand that gets torn off first.	Obtenido atando al que ata. Ahora es la mano que agarra la primera en desgarrarse.	Obtenu en liant celui qui lie. Désormais c'est la main qui saisit qui se déchire la première.	Errungen, indem man den Fesselnden fesselte. Nun wird die greifende Hand zuerst abgerissen.	縛る者を縛って得たもの。今では、掴む手のほうが先に千切れる。	Добыто тем, что связали связывающего. Теперь первой отрывается хватающая рука.	Obtido atando aquele que ata. Agora é a mão que agarra a primeira a rasgar-se.	Zdobyte przez spętanie pętającego. Teraz to chwytająca dłoń urywa się pierwsza.
relic_flavor_720003	피 냄새로 불러 모으던 것. 이제는 그 냄새가 제 상처를 아물게 한다.	Once used to draw others in with the smell of blood. Now that same scent heals its own wounds.	Antes convocaba a otros con el olor a sangre. Ahora ese mismo olor le cierra las heridas.	Il attirait jadis les autres par l'odeur du sang. À présent, cette même odeur referme ses plaies.	Einst lockte es andere mit dem Geruch von Blut herbei. Nun heilt eben dieser Geruch seine eigenen Wunden.	かつては血の匂いで呼び集めていたもの。今ではその匂いが自らの傷を癒やす。	Прежде оно сзывало других запахом крови. Теперь тот же запах затягивает его собственные раны.	Outrora atraía os outros com o cheiro a sangue. Agora esse mesmo cheiro fecha-lhe as feridas.	Niegdyś zwabiało innych zapachem krwi. Teraz ten sam zapach goi jego własne rany.
relic_flavor_720004	지르던 것이 이제 안에서 운다. 그 울림에 맞춰 팔이 빨라진다.	What once screamed now weeps within. The arm quickens to match its cry.	Lo que antes gritaba ahora llora por dentro. El brazo se acelera al compás de ese llanto.	Ce qui hurlait autrefois pleure désormais au-dedans. Le bras s'accélère au rythme de ces pleurs.	Was einst schrie, weint nun im Inneren. Der Arm wird schneller im Takt dieses Weinens.	かつて叫んでいたものが、今は内側で泣く。その響きに合わせて腕が速くなる。	То, что прежде кричало, теперь плачет внутри. Рука ускоряется в такт этому плачу.	O que antes gritava chora agora por dentro. O braço acelera ao compasso desse choro.	To, co dawniej krzyczało, teraz płacze wewnątrz. Ramię przyspiesza w rytm tego płaczu.
relic_flavor_720005	재가 식지 않았다. 쥐고 있으면 손끝까지 뜨거워진다.	The ashes have not cooled. Hold it, and the heat spreads clear to the fingertips.	Las cenizas no se han enfriado. Si lo sostienes, el calor llega hasta las yemas.	Les cendres ne sont pas refroidies. Si on le tient, la chaleur gagne jusqu'au bout des doigts.	Die Asche ist nicht erkaltet. Hält man es, dringt die Hitze bis in die Fingerspitzen.	灰が冷めていない。握っていると指先まで熱くなる。	Пепел не остыл. Если держать его, жар доходит до самых кончиков пальцев.	As cinzas não arrefeceram. Se o seguras, o calor chega até às pontas dos dedos.	Popiół nie wystygł. Gdy go trzymasz, żar dochodzi aż po opuszki palców.
relic_flavor_720006	잘라내도 자란다. 그 성질만 남기고 나머지를 태웠다.	Cut it away, and it grows back. Everything but that trait was burned off.	Lo cortas y vuelve a crecer. Se quemó todo lo demás y solo se dejó esa propiedad.	On le coupe et il repousse. Tout le reste a été brûlé, ne laissant que cette propriété.	Schneidet man es weg, wächst es nach. Alles Übrige wurde verbrannt, nur diese Eigenschaft blieb.	切り落としても生えてくる。その性質だけを残して、あとは焼き払った。	Отрежешь — снова отрастёт. Всё прочее выжгли, оставив одно это свойство.	Cortas e volta a crescer. Queimou-se tudo o resto e deixou-se apenas essa propriedade.	Odetniesz — odrośnie. Spalono wszystko inne, zostawiając tylko tę właściwość.
relic_flavor_720007	숲을 만들던 씨. 뿌리지 않으면 아무 일도 없지만, 뿌리면 돌이킬 수 없다.	A seed that once grew forests. Left unplanted, nothing happens — but once planted, there's no turning back.	Una semilla que un día levantó bosques. Si no se siembra no pasa nada; si se siembra, no hay vuelta atrás.	Une graine qui fit jadis des forêts. Non semée, il ne se passe rien ; semée, il n'y a plus de retour.	Ein Same, der einst Wälder schuf. Ungesät geschieht nichts, gesät gibt es kein Zurück.	森を作っていた種。蒔かなければ何も起こらないが、蒔けば取り返しがつかない。	Семя, что некогда растило леса. Не посеешь — ничего не будет; посеешь — назад пути нет.	Uma semente que outrora fez florestas. Se não for semeada nada acontece; se for, não há volta atrás.	Nasiono, które niegdyś tworzyło lasy. Nieposiane — nic się nie stanie; posiane — nie ma odwrotu.
relic_flavor_720008	속으로 난 이빨. 삼킨 뒤에야 씹기 시작한다.	Teeth grown on the inside. They begin to chew only after swallowing.	Dientes crecidos hacia dentro. Solo empiezan a masticar después de tragar.	Des dents poussées vers l'intérieur. Elles ne se mettent à mâcher qu'après avoir avalé.	Nach innen gewachsene Zähne. Sie beginnen erst nach dem Schlucken zu kauen.	内側に生えた歯。呑み込んでから、ようやく噛み始める。	Зубы, выросшие внутрь. Жевать они начинают лишь после того, как проглочено.	Dentes crescidos para dentro. Só começam a mastigar depois de engolir.	Zęby wyrosłe do wewnątrz. Zaczynają żuć dopiero po połknięciu.
relic_flavor_720009	패이고 곪은 자국투성이인데도 부러지지 않았다. 흉이 곧 두께다.	Riddled with gouges and festering scars, yet unbroken. Its scars are its thickness.	Cubierto de mellas y marcas supurantes, y aun así no se quebró. Sus cicatrices son su grosor.	Criblé d'entailles et de marques suppurantes, et pourtant il n'a pas rompu. Ses cicatrices font son épaisseur.	Übersät von Kerben und eiternden Malen und doch nicht gebrochen. Seine Narben sind seine Dicke.	抉れと膿んだ痕だらけなのに、折れなかった。傷跡がそのまま厚みだ。	Испещрён выбоинами и гноящимися рубцами, но не сломался. Его шрамы — это его толщина.	Coberto de mossas e marcas supurantes, e ainda assim não quebrou. As suas cicatrizes são a sua espessura.	Pokryty wyrwami i ropiejącymi bliznami, a jednak nie pękł. Jego blizny to jego grubość.
relic_flavor_720010	끝내 감기지 않은 눈. 보고 있으면 어디가 무른지 알게 된다.	An eye that never closed to the end. Watch it long enough, and you learn where the weak points are.	Un ojo que nunca llegó a cerrarse. Si lo miras un rato, acabas sabiendo dónde está lo blando.	Un œil qui ne s'est jamais fermé. À le regarder un moment, on finit par savoir où est le point mou.	Ein Auge, das sich bis zuletzt nicht schloss. Sieht man lange genug hin, erkennt man, wo das Weiche liegt.	ついに閉じなかった眼。見つめていると、どこが脆いのかが分かってくる。	Глаз, который так и не закрылся. Посмотришь в него подольше — и узнаешь, где слабое место.	Um olho que nunca chegou a fechar-se. Se o olhares um pouco, acabas por saber onde está o mole.	Oko, które nigdy się nie zamknęło. Popatrz w nie chwilę, a dowiesz się, gdzie jest miękko.
relic_flavor_720011	모든 백혈구가 태어난 곳. 하나가 스러지면 거기서 다시 만들어 보낸다.	The birthplace of every white blood cell. When one falls, another is made there and sent out again.	El lugar donde nacieron todos los glóbulos blancos. Cuando uno cae, allí se fabrica otro y se lo envía.	Le lieu où naquirent tous les globules blancs. Quand l'un tombe, un autre y est fabriqué et envoyé.	Der Geburtsort aller weißen Blutkörperchen. Fällt eines, wird dort ein neues gemacht und ausgesandt.	すべての白血球が生まれた場所。一つが倒れれば、そこでまた作って送り出す。	Место рождения всех белых кровяных телец. Падёт одно — там же делают новое и отправляют.	O lugar onde nasceram todos os glóbulos brancos. Quando um cai, ali fabrica-se outro e envia-se.	Miejsce narodzin wszystkich białych krwinek. Gdy jedna padnie, tam powstaje kolejna i rusza w drogę.
relic_flavor_720012	무엇이 제 것이고 무엇이 아닌지를 가르치던 기관. 배운 몸은 쉽게 변질되지 않는다.	The organ that once taught what was self and what was not. A body that has learned does not easily corrupt.	El órgano que enseñaba qué era propio y qué no. Un cuerpo que lo ha aprendido no se corrompe fácilmente.	L'organe qui enseignait ce qui était soi et ce qui ne l'était pas. Un corps qui l'a appris ne se corrompt pas aisément.	Das Organ, das lehrte, was zum Selbst gehört und was nicht. Ein Leib, der das gelernt hat, verdirbt nicht leicht.	何が自分のもので、何がそうでないかを教えていた器官。学んだ体は、たやすく変質しない。	Орган, что учил, где своё, а где чужое. Тело, усвоившее это, не портится легко.	O órgão que ensinava o que era próprio e o que não era. Um corpo que o aprendeu não se corrompe facilmente.	Narząd, który uczył, co jest własne, a co nie. Ciało, które się tego nauczyło, nie psuje się łatwo.
relic_flavor_720013	빼내면 죽는다기에 그냥 두었다. 그 뒤로 심장은 더 세게 뛴다.	Told that removing it would kill, it was left in place. Ever since, the heart beats harder.	Le dijeron que sacarlo lo mataría, así que lo dejó donde estaba. Desde entonces el corazón late con más fuerza.	On lui dit que l'ôter le tuerait, alors il l'a laissé en place. Depuis, le cœur bat plus fort.	Man sagte, das Herausnehmen bringe den Tod, also blieb es, wo es war. Seither schlägt das Herz kräftiger.	抜けば死ぬと言われて、そのままにしておいた。それ以来、心臓はより強く打つ。	Сказали, что вынуть — значит умереть, и его оставили на месте. С тех пор сердце бьётся сильнее.	Disseram-lhe que tirá-lo o mataria, por isso deixou-o onde estava. Desde então o coração bate com mais força.	Powiedziano, że wyjęcie zabije, więc zostawiono to na miejscu. Od tamtej pory serce bije mocniej.
relic_flavor_720014	퍼내도 다음 날이면 다시 차 있다. 아무도 그 아래를 본 적이 없다.	Scoop it out, and by the next day it's full again. No one has ever seen what lies beneath.	Lo vacías y al día siguiente vuelve a estar lleno. Nadie ha visto nunca lo que hay debajo.	On le vide, et le lendemain il est de nouveau plein. Personne n'a jamais vu ce qu'il y a dessous.	Man schöpft es aus, und am nächsten Tag ist es wieder voll. Niemand hat je gesehen, was darunter liegt.	汲み出しても、翌日にはまた満ちている。その下を見た者は誰もいない。	Вычерпаешь — а назавтра снова полно. Никто ни разу не видел, что там, под этим.	Esvazia-lo e no dia seguinte está de novo cheio. Ninguém alguma vez viu o que há por baixo.	Wyczerpiesz — a nazajutrz znów jest pełne. Nikt nigdy nie widział, co jest pod spodem.
relic_flavor_720015	죽는 줄 알았던 순간에만 열리는 문. 열고 나면 왜 열렸는지 알 수 없다.	A door that opens only in the moment you're sure you'll die. Once it opens, there's no telling why.	Una puerta que solo se abre en el instante en que crees que vas a morir. Una vez abierta, no hay modo de saber por qué se abrió.	Une porte qui ne s'ouvre qu'à l'instant où l'on se croit mort. Une fois ouverte, impossible de savoir pourquoi elle s'est ouverte.	Eine Tür, die sich nur in dem Augenblick öffnet, in dem man sicher zu sterben glaubt. Ist sie offen, weiß niemand, warum sie aufging.	死ぬと思った瞬間にだけ開く扉。開いてしまえば、なぜ開いたのかは分からない。	Дверь, что открывается лишь в миг, когда уверен, что умрёшь. А откроется — и не понять, отчего.	Uma porta que só se abre no instante em que julgas que vais morrer. Uma vez aberta, não há como saber porque se abriu.	Drzwi, które otwierają się tylko w chwili, gdy jesteś pewien, że zginiesz. Gdy już się otworzą, nie sposób pojąć dlaczego.
relic_flavor_720016	피부와 점막과 그 아래. 무너져도 뒤에 한 겹이 더 있다는 것이 이 몸의 설계다.	Skin, mucosa, and what lies beneath. Even if one falls, there is always one more layer underneath — that is this body's design.	La piel, la mucosa y lo que hay debajo. Que al caer una siempre quede otra capa detrás: ese es el diseño de este cuerpo.	La peau, la muqueuse et ce qu'il y a dessous. Qu'il reste toujours une couche derrière quand l'une cède : tel est le plan de ce corps.	Die Haut, die Schleimhaut und was darunter liegt. Dass bei jedem Einsturz noch eine Schicht dahinter bleibt, ist der Bauplan dieses Leibes.	皮膚と粘膜と、その下。崩れても後ろにもう一枚あるというのが、この体の設計だ。	Кожа, слизистая и то, что под ними. Что при обрушении позади всегда остаётся ещё один слой, — таков замысел этого тела.	A pele, a mucosa e o que há por baixo. Que ao ceder uma reste sempre outra camada atrás: tal é o desenho deste corpo.	Skóra, błona śluzowa i to, co pod spodem. Że gdy jedna runie, z tyłu zawsze jest jeszcze jedna warstwa — taki jest projekt tego ciała.
relic_flavor_720017	왜 감쌌는지 끝내 알려주지 않았다. 값이 뒤에 붙지 않은 호의는 이것 하나뿐이었다.	It never revealed why it wrapped itself around the wound. This was the one kindness that never came with a price.	Nunca llegó a decir por qué envolvió la herida. Fue la única bondad que no traía un precio detrás.	Il n'a jamais dit pourquoi il avait enveloppé la plaie. Ce fut la seule bonté sans prix attaché.	Es verriet bis zuletzt nicht, warum es die Wunde umschloss. Es war die einzige Güte ohne nachgereichten Preis.	なぜ包んだのか、最後まで教えてくれなかった。値が後から付いてこない好意は、これ一つだけだった。	Оно так и не сказало, зачем обвило рану. Это была единственная доброта, за которой не тянулась цена.	Nunca chegou a dizer porque envolveu a ferida. Foi a única bondade que não trazia um preço atrás.	Nigdy nie zdradziło, czemu owinęło ranę. To była jedyna życzliwość, za którą nie szła cena.
relic_flavor_720018	갈라진 곳을 아무도 꿰매지 않았는데 아물었다. 이 몸은 여태 혼자 그렇게 해 왔다.	No one stitched the wound shut, yet it healed. This body has always done it alone, all this time.	Nadie cosió la brecha y aun así cerró. Este cuerpo lleva todo este tiempo haciéndolo solo.	Personne n'a recousu la déchirure et pourtant elle s'est refermée. Ce corps le fait seul depuis toujours.	Niemand nähte den Riss, und doch schloss er sich. Dieser Leib hat es all die Zeit allein getan.	裂けた場所を誰も縫わなかったのに、塞がった。この体は今までずっと、一人でそうしてきた。	Разрыв никто не зашивал, а он затянулся. Это тело всё это время делало так само.	Ninguém coseu a fenda e ainda assim sarou. Este corpo tem feito isso sozinho todo este tempo.	Nikt nie zszył rozdarcia, a jednak się zrosło. To ciało przez cały ten czas robiło to samo.
relic_flavor_720019	돌아갈 수 없다는 것을 알고도 그곳을 기억한다. 기억이 남아 있는 동안은 무너지지 않는다.	Even knowing there's no going back, it remembers that place. As long as the memory remains, it will not fall.	Aun sabiendo que no puede volver, recuerda aquel lugar. Mientras quede el recuerdo, no se derrumbará.	Tout en sachant qu'il ne peut y retourner, il se souvient de ce lieu. Tant que le souvenir demeure, il ne s'effondrera pas.	Obwohl es weiß, dass es nicht zurückkann, erinnert es jenen Ort. Solange die Erinnerung bleibt, stürzt es nicht ein.	戻れないと知りながら、その場所を覚えている。記憶が残っている間は崩れない。	Зная, что вернуться нельзя, оно помнит то место. Пока держится память, оно не рухнет.	Mesmo sabendo que não pode voltar, lembra-se daquele lugar. Enquanto a memória permanecer, não desmoronará.	Choć wie, że nie ma powrotu, pamięta tamto miejsce. Dopóki trwa pamięć, nie runie.
relic_grade_common	일반	Common	Común	Commune	Gewöhnlich	一般	Обычная	Comum	Zwykła
relic_grade_epic	에픽	Epic	Épica	Épique	Episch	エピック	Эпическая	Épica	Epicka
relic_grade_rare	레어	Rare	Rara	Rare	Selten	レア	Редкая	Rara	Rzadka
relic_name_700001	굳은 딱지	Hardened Scab	Costra Endurecida	Croûte Durcie	Verhärteter Schorf	固まった瘡蓋	Затвердевшая Корка	Crosta Endurecida	Stwardniały Strup
relic_name_700002	오른 열	Rising Fever	Fiebre en Ascenso	Fièvre Montante	Steigendes Fieber	上がった熱	Поднявшийся Жар	Febre em Ascensão	Narastająca Gorączka
relic_name_700003	부어오른 자리	The Swollen Spot	La Zona Hinchada	L'Endroit Enflé	Die Geschwollene Stelle	腫れ上がった場所	Вспухшее Место	A Zona Inchada	Nabrzmiałe Miejsce
relic_name_700004	붉은 실	Red Thread	Hilo Rojo	Fil Rouge	Roter Faden	赤い糸	Красная Нить	Fio Vermelho	Czerwona Nić
relic_name_700005	마른 각질	Dry Flaking Dead Skin	Piel Muerta Reseca	Peau Morte Desséchée	Trockene Hautschuppen	乾いた角質	Сухая Отмершая Кожа	Pele Morta Ressequida	Sucha Martwa Skóra
relic_name_700006	삼킨 티끌	The Swallowed Speck	La Mota Tragada	La Poussière Avalée	Das Verschluckte Stäubchen	呑み込んだ塵	Проглоченная Пылинка	O Cisco Engolido	Połknięty Pyłek
relic_name_700007	곤두선 솜털	Bristled Down	Vello Erizado	Duvet Hérissé	Gesträubter Flaum	逆立った産毛	Вставший Дыбом Пушок	Penugem Eriçada	Zjeżony Meszek
relic_name_700008	저린 손끝	Numb Fingertip	Yema Entumecida	Bout de Doigt Engourdi	Taube Fingerspitze	痺れた指先	Онемевший Кончик Пальца	Ponta de Dedo Dormente	Ścierpnięta Opuszka
relic_name_700009	맑은 진물	Clear Discharge	Exudado Claro	Suintement Clair	Klares Wundsekret	澄んだ滲出液	Прозрачный Выпот	Exsudado Claro	Przejrzysty Wysięk
relic_name_700010	첫 재채기	The First Sneeze	El Primer Estornudo	Le Premier Éternuement	Der Erste Niesreiz	最初のくしゃみ	Первый Чих	O Primeiro Espirro	Pierwsze Kichnięcie
relic_name_700011	들뜬 손톱	The Loosened Nail	La Uña Despegada	L'Ongle Décollé	Der Gelöste Nagel	浮いた爪	Отслоившийся Ноготь	A Unha Descolada	Odstający Paznokieć
relic_name_700012	배인 멍	Deep-Set Bruise	Moratón Arraigado	Bleu Incrusté	Tiefsitzender Bluterguss	染み込んだ痣	Въевшийся Синяк	Nódoa Negra Entranhada	Wsiąknięty Siniak
relic_name_700013	굳은 침	Hardened Spit	Saliva Endurecida	Salive Durcie	Erhärteter Speichel	固まった唾	Затвердевшая Слюна	Saliva Endurecida	Stwardniała Ślina
relic_name_700014	미열의 잔향	Echo of a Low-grade Fever	Eco de una Febrícula	Écho d'une Fébricule	Nachhall Leichten Fiebers	微熱の残響	Отзвук Слабого Жара	Eco de uma Febrícula	Echo Stanu Podgorączkowego
relic_name_700015	곪은 자리	The Festering Spot	La Zona Supurante	L'Endroit Suppurant	Die Eiternde Stelle	膿んだ場所	Гноящееся Место	A Zona Supurante	Ropiejące Miejsce
relic_name_700016	얕은 잠	Shallow Sleep	Sueño Ligero	Sommeil Léger	Flacher Schlaf	浅い眠り	Неглубокий Сон	Sono Leve	Płytki Sen
relic_name_710001	항체의 낙인	Brand of the Antibody	Marca del Anticuerpo	Marque de l'Anticorps	Brandmal des Antikörpers	抗体の烙印	Клеймо Антитела	Marca do Anticorpo	Piętno Przeciwciała
relic_name_710002	보체의 사슬	Chain of the Complement	Cadena del Complemento	Chaîne du Complément	Kette des Komplements	補体の鎖	Цепь Комплемента	Cadeia do Complemento	Łańcuch Dopełniacza
relic_name_710003	인터페론 결정	Interferon Crystal	Cristal de Interferón	Cristal d'Interféron	Interferonkristall	インターフェロン結晶	Кристалл Интерферона	Cristal de Interferão	Kryształ Interferonu
relic_name_710004	비만세포 주머니	Mast Cell Pouch	Bolsa de Mastocitos	Poche de Mastocytes	Mastzellenbeutel	肥満細胞の袋	Мешочек Тучных Клеток	Bolsa de Mastócitos	Woreczek Komórek Tucznych
relic_name_710005	굶주린 대식세포	The Starving Macrophage	El Macrófago Hambriento	Le Macrophage Affamé	Der Hungernde Makrophage	飢えたマクロファージ	Голодный Макрофаг	O Macrófago Faminto	Zgłodniały Makrofag
relic_name_710006	기억 세포	Memory Cell	Célula de Memoria	Cellule Mémoire	Gedächtniszelle	記憶細胞	Клетка Памяти	Célula de Memória	Komórka Pamięci
relic_name_710007	두꺼워진 가피	Thickened Eschar	Escara Engrosada	Escarre Épaissie	Verdickter Wundschorf	厚くなった痂皮	Утолщённый Струп	Escara Espessada	Zgrubiały Strup
relic_name_710008	서늘한 해열	The Cooling Fever-Break	El Frescor de la Fiebre Rota	La Fraîcheur de la Fièvre Tombée	Das Kühle Fieberbrechen	冷ややかな解熱	Прохладный Спад Жара	O Frescor da Febre Quebrada	Chłodny Spadek Gorączki
relic_name_710009	이중 나선의 자국	Mark of the Double Helix	Marca de la Doble Hélice	Marque de la Double Hélice	Mal der Doppelhelix	二重螺旋の跡	След Двойной Спирали	Marca da Dupla Hélice	Ślad Podwójnej Helisy
relic_name_710010	부푼 림프절	Swollen Lymph Node	Ganglio Linfático Hinchado	Ganglion Lymphatique Enflé	Geschwollener Lymphknoten	腫れたリンパ節	Вспухший Лимфоузел	Gânglio Linfático Inchado	Nabrzmiały Węzeł Chłonny
relic_name_710011	각성한 수지상세포	The Awakened Dendritic Cell	La Célula Dendrítica Despierta	La Cellule Dendritique Éveillée	Die Erwachte Dendritische Zelle	覚醒した樹状細胞	Пробуждённая Дендритная Клетка	A Célula Dendrítica Desperta	Przebudzona Komórka Dendrytyczna
relic_name_710012	굳은 혈병	Hardened Blood Clot	Coágulo Endurecido	Caillot Durci	Erhärtetes Blutgerinnsel	固まった血餅	Затвердевший Сгусток Крови	Coágulo Endurecido	Stwardniały Skrzep
relic_name_710013	삼킨 숨	The Swallowed Breath	El Aliento Tragado	Le Souffle Avalé	Der Verschluckte Atem	呑み込んだ息	Проглоченный Вдох	O Fôlego Engolido	Połknięty Oddech
relic_name_720001	형상을 잊은 핵	The Nucleus That Forgot Its Shape	El Núcleo que Olvidó su Forma	Le Noyau qui a Oublié sa Forme	Der Kern, der Seine Gestalt Vergaß	形を忘れた核	Ядро, Забывшее Свой Облик	O Núcleo que Esqueceu a sua Forma	Jądro, Które Zapomniało Kształtu
relic_name_720002	구속의 인장	Seal of Binding	Sello de Atadura	Sceau d'Entrave	Siegel der Fesselung	拘束の印章	Печать Оков	Selo da Amarra	Pieczęć Spętania
relic_name_720003	유혹하는 피주머니	The Tempting Blood Sac	El Saco de Sangre Tentador	La Poche de Sang Tentatrice	Der Verlockende Blutbeutel	誘惑する血袋	Манящий Мешок Крови	O Saco de Sangue Tentador	Kuszący Worek Krwi
relic_name_720004	비명을 삼킨 성대	The Throat That Swallowed a Scream	Las Cuerdas que Tragaron un Grito	Les Cordes qui ont Avalé un Cri	Die Stimmbänder, die einen Schrei Verschluckten	悲鳴を呑み込んだ声帯	Связки, Проглотившие Крик	As Cordas que Engoliram um Grito	Struny, Które Połknęły Krzyk
relic_name_720005	잿빛 담뱃대	Ashen Pipe	Pipa Cenicienta	Pipe Cendrée	Aschgraue Pfeife	灰色のキセル	Пепельная Трубка	Cachimbo Cinzento	Popielata Fajka
relic_name_720006	증식하는 촉수	The Proliferating Tentacle	El Tentáculo que Prolifera	Le Tentacule qui Prolifère	Der Wuchernde Tentakel	増殖する触手	Разрастающееся Щупальце	O Tentáculo que Prolifera	Rozrastająca Się Macka
relic_name_720007	검은 숲의 홀씨	Spore of the Black Forest	Espora del Bosque Negro	Spore de la Forêt Noire	Spore des Schwarzen Waldes	黒い森の胞子	Спора Чёрного Леса	Esporo da Floresta Negra	Zarodnik Czarnego Lasu
relic_name_720008	삼킨 것의 이빨	Fang of the Swallowed	Colmillo de lo Tragado	Croc de l'Avalé	Fangzahn des Verschlungenen	呑み込まれたものの牙	Клык Проглоченного	Presa do Engolido	Kieł Połkniętego
